filename	label	off0	off1	span	code	semantic_rel	code_wp
S0004-06142006000500002-2	PROCEDIMIENTO	466	478	tacto rectal	410006001	EXACT	['239033002', '410007005', '64908006']
S0004-06142006000500002-2	PROCEDIMIENTO	466	478	tacto rectal	239033002	PARENT	239033002
S0004-06142006000500002-2	PROCEDIMIENTO	466	478	tacto rectal	410007005	PARENT	410007005
S0004-06142006000500002-2	PROCEDIMIENTO	466	478	tacto rectal	64908006	PARENT	64908006
S0004-06142006000500002-2	PROCEDIMIENTO	610	638	ecografía urológica integral	302801006	EXACT	['108288002', '303911009', '442116008']
S0004-06142006000500002-2	PROCEDIMIENTO	610	638	ecografía urológica integral	108288002	PARENT	108288002
S0004-06142006000500002-2	PROCEDIMIENTO	610	638	ecografía urológica integral	303911009	PARENT	303911009
S0004-06142006000500002-2	PROCEDIMIENTO	610	638	ecografía urológica integral	442116008	PARENT	442116008
S0004-06142006000500002-2	PROCEDIMIENTO	783	803	TAC abdómino-pélvica	419394006	EXACT	['169070004', '169071000']
S0004-06142006000500002-2	PROCEDIMIENTO	783	803	TAC abdómino-pélvica	169070004	PARENT	169070004
S0004-06142006000500002-2	PROCEDIMIENTO	783	803	TAC abdómino-pélvica	169071000	PARENT	169071000
S0004-06142006000500002-2	PROCEDIMIENTO	909	912	RMN	113091000	EXACT	['363679005']
S0004-06142006000500002-2	PROCEDIMIENTO	909	912	RMN	363679005	PARENT	363679005
S0004-06142006000500002-2	PROCEDIMIENTO	984	995	Rx de tórax	399208008	EXACT	['168537006', '413815006']
S0004-06142006000500002-2	PROCEDIMIENTO	984	995	Rx de tórax	168537006	PARENT	168537006
S0004-06142006000500002-2	PROCEDIMIENTO	984	995	Rx de tórax	413815006	PARENT	413815006
S0004-06142006000500002-2	PROCEDIMIENTO	1028	1048	marcadores tumorales	250724005	EXACT	['430925007']
S0004-06142006000500002-2	PROCEDIMIENTO	1028	1048	marcadores tumorales	430925007	PARENT	430925007
S0004-06142006000500002-2	PROCEDIMIENTO	1231	1268	orquiectomía radical inguinal derecha	767336008	EXACT	['446481000', '767344008']
S0004-06142006000500002-2	PROCEDIMIENTO	1231	1268	orquiectomía radical inguinal derecha	446481000	PARENT	446481000
S0004-06142006000500002-2	PROCEDIMIENTO	1231	1268	orquiectomía radical inguinal derecha	767344008	PARENT	767344008
S0004-06142006000500002-2	PROCEDIMIENTO	1451	1466	histopatológico	252416005	EXACT	['108257001', '714797009']
S0004-06142006000500002-2	PROCEDIMIENTO	1451	1466	histopatológico	108257001	PARENT	108257001
S0004-06142006000500002-2	PROCEDIMIENTO	1451	1466	histopatológico	714797009	PARENT	714797009
S0004-06142006000500002-2	PROCEDIMIENTO	1753	1773	marcadores tumorales	250724005	EXACT	['430925007']
S0004-06142006000500002-2	PROCEDIMIENTO	1753	1773	marcadores tumorales	430925007	PARENT	430925007
S0004-06142006000500002-3	PROCEDIMIENTO	120	130	ecográfico	16310003	EXACT	['363679005']
S0004-06142006000500002-3	PROCEDIMIENTO	120	130	ecográfico	363679005	PARENT	363679005
S0004-06142006000500002-3	PROCEDIMIENTO	260	272	orquidopexia	85419002	EXACT	['1431002', '71657006']
S0004-06142006000500002-3	PROCEDIMIENTO	260	272	orquidopexia	1431002	PARENT	1431002
S0004-06142006000500002-3	PROCEDIMIENTO	260	272	orquidopexia	71657006	PARENT	71657006
